902,1714730974.6722913,FF 0F 02 20 00 02 20 01
1714,1714730974.6772904,00 04 00 30 39 26 BC 20
779,1714730974.6799862,3F 0D 00 00 18 00 00 58
1603,1714730974.6823442,00 02 00 00 00 00 00 00
960,1714730974.6897833,87 0B 07 00
1016,1714730974.6922917,FF 3F 00 02 00 00 00 00
401604624,1714730974.6973176,28 10 8D FE FF FF 02 9F
389222160,1714730974.7119458,33 CD 10
1122,1714730974.714634,00 00 08 00 00 01 00 00
1283,1714730974.7221954,C8 0E 82 00 00 25 00 00
1635,1714730974.7372882,60 7F 00 0F 1F 00 40 E0
1123,1714730974.7645695,00 80 09 00 00 00 00 00
960,1714730974.789989,FD 0C 07 00
1716,1714730974.7903483,01 4E 45 45 34 4D 5A 31
452984971,1714730974.7907856,8B 00 04 00 00 00 00 00
401867273,1714730974.8031733,05 FD 12 00 0F 03 AA AA
1124,1714730974.8146603,00 00 20 00 00 00 00 00
441799848,1714730974.8154113,05 00 FF 3F 8F E7 22 56
1283,1714730974.8222945,8C 0F 82 00 00 25 00 00
389222672,1714730974.8343284,34 5A 02 01 01 00 00 00
1720,1714730974.8366187,2E 29 F8 F9 FF FE 00 00
1635,1714730974.8372936,60 7F 00 0F 1F 00 40 E0
452984848,1714730974.8452961,10 50 04 41 01 08 01 00
1122,1714730974.8646169,00 00 08 00 00 01 00 00
779,1714730974.880018,3F 01 00 00 18 00 00 58
960,1714730974.890142,48 0D 07 00
1123,1714730974.914618,00 80 09 00 00 00 00 00
389222672,1714730974.9181898,44 51 02 1E 02
1283,1714730974.9222937,B5 00 82 00 00 25 00 00
1635,1714730974.9372983,60 7F 00 0F 1F 00 40 E0
1124,1714730974.96462,00 00 20 00 00 00 00 00
960,1714730974.9903007,B8 0E 07 00
401604747,1714730974.9907196,00 00 00 00 00 00 00 00
1716,1714730974.9911191,00 C9 6B 7C 8C 42 41 55
452984971,1714730974.9915712,8B 00 04 00 00 00 00 00
1413,1714730975.0123005,7F AC 02 C4 12 08 01 00
1719,1714730975.0131423,04 00 D0 FF 3F 7E C0 FE
1122,1714730975.014661,00 00 08 00 00 01 00 00
1283,1714730975.0222082,2A 01 82 00 00 25 00 00
1635,1714730975.037301,60 7F 00 0F 1F 00 40 E0
452984848,1714730975.0453503,10 50 04 41 01 08 01 00
1123,1714730975.0645797,00 80 09 00 00 00 00 00
779,1714730975.0799985,3F 05 00 00 18 00 00 58
960,1714730975.0904937,0D 0F 07 00
1124,1714730975.1146228,00 00 20 00 00 00 00 00
1283,1714730975.1223469,60 02 82 00 00 25 00 00
817,1714730975.1226752,8C 00 00 00 31 00 00 0C
1635,1714730975.1373007,60 7F 00 0F 1F 00 40 E0
389223184,1714730975.155346,34 D1 00
389222928,1714730975.155661,34 82 03 00 12 00 03 02
1122,1714730975.1646695,00 00 08 00 00 01 00 00
441799980,1714730975.1765823,00 00 00 00 00 00 00 00
960,1714730975.190668,4C 00 07 00
1716,1714730975.1910193,02 37 31 30 30 39 32 31
452984971,1714730975.1914546,8B 00 04 00 00 00 00 00
1016,1714730975.192168,FF 3F 00 02 00 00 00 00
401604624,1714730975.1973062,28 10 8D FE FF FF 02 9F
1123,1714730975.2146263,00 80 09 00 00 00 00 00
1283,1714730975.2223046,4F 03 82 00 00 25 00 00
1635,1714730975.2373078,60 7F 00 0F 1F 00 40 E0
1157,1714730975.2400024,00 C3 2F 0F 0D 04 23 56
452984848,1714730975.2453485,10 50 04 41 01 08 01 00
1158,1714730975.245564,00 00 00 00 00 00 00 00
1124,1714730975.2646232,00 00 20 00 00 00 00 00
779,1714730975.2800288,3F 09 00 00 18 00 00 58
960,1714730975.2907994,F9 01 07 00
1122,1714730975.3148353,00 00 08 00 00 01 00 00
1140,1714730975.3153086,00 0C EE DE 00 00 00 00
441799848,1714730975.3166902,0C FE FF FF E7 FF FF 7F
1283,1714730975.3223095,BB 04 82 00 00 25 00 00
1635,1714730975.3373106,60 7F 00 0F 1F 00 40 E0
1720,1714730975.3554213,2E 29 F8 F9 FF FE 00 00
1123,1714730975.3645875,00 80 09 00 00 00 00 00
1616,1714730975.3648953,01 06 44 00 00 00 00 00
960,1714730975.3909836,09 02 07 00
1716,1714730975.3913586,00 C9 6B 7C 8C 42 41 55
452984971,1714730975.3917956,8B 00 04 00 00 00 00 00
1124,1714730975.414675,00 00 20 00 00 00 00 00
1283,1714730975.422312,2C 05 82 00 00 25 00 00
1635,1714730975.4373124,60 7F 00 0F 1F 00 40 E0
452984848,1714730975.4453123,10 50 04 41 01 08 01 00
1122,1714730975.464629,00 00 08 00 00 01 00 00
779,1714730975.4800346,3F 0D 00 00 18 00 00 58
960,1714730975.491158,BC 03 07 00
401604747,1714730975.4915903,00 00 00 00 00 00 00 00
1123,1714730975.5146744,00 80 09 00 00 00 00 00
1283,1714730975.5223143,48 06 82 00 00 25 00 00
1635,1714730975.5373158,60 7F 00 0F 1F 00 40 E0
441800008,1714730975.54238,FF FF FF FF FF FF FF 13
1124,1714730975.5646307,00 00 20 00 00 00 00 00
960,1714730975.5913165,C6 04 07 00
1716,1714730975.5916834,01 4E 45 45 34 4D 5A 31
452984971,1714730975.5921333,8B 00 04 00 00 00 00 00
1122,1714730975.6147156,00 00 08 00 00 01 00 00
1022,1714730975.6224477,FF 3F FF 0F 00 00 00 00
316494981,1714730975.6228118,FF 0F 00 80 00 00 C0 FF
817,1714730975.623032,85 00 00 00 31 00 00 0C
1283,1714730975.623219,50 07 82 00 00 25 00 00
1447,1714730975.6235003,FF FF FF FF FF 7F 00 00
441799980,1714730975.6237605,FF FF FF 0F 00 00 00 00
1635,1714730975.637319,60 7F 00 0F 1F 00 40 E0
452984848,1714730975.645362,10 50 04 41 01 08 01 00
1123,1714730975.6645956,00 80 09 00 00 00 00 00
441799823,1714730975.6657631,7D 40 00 00 3D 44 50 5F
1724,1714730975.6664495,00 00 00 10 4B 44 0D 00
902,1714730975.672319,FF 0F 02 20 00 02 20 01
1714,1714730975.6773195,00 04 00 30 39 26 3C 21
779,1714730975.6800659,3F 01 00 00 18 00 00 58
960,1714730975.69151,73 05 07 00
1016,1714730975.6922235,FF 3F 00 02 00 00 00 00
401604624,1714730975.69733,28 10 8D FE FF FF 02 9F
1124,1714730975.714726,00 00 20 00 00 00 00 00
1603,1714730975.717409,00 02 00 00 00 00 00 00
1283,1714730975.72232,4D 08 82 00 00 25 00 00
1635,1714730975.7373211,60 7F 00 0F 1F 00 40 E0
389222160,1714730975.7454612,33 CE 63 20 00 10 00 00
1122,1714730975.764641,00 00 08 00 00 01 00 00
960,1714730975.7916412,83 06 07 00
1716,1714730975.792055,00 C9 6B 7C 8C 42 41 55
452984971,1714730975.7924867,8B 00 04 00 00 00 00 00
1123,1714730975.8147805,00 80 09 00 00 00 00 00
441799848,1714730975.8155403,01 00 FF 3F 8F E7 22 56
1283,1714730975.822323,F6 09 82 00 00 25 00 00
1635,1714730975.837324,60 7F 00 0F 1F 00 40 E0
389222672,1714730975.8393638,80 07 34 5B 00 01 01 00
452984848,1714730975.8453267,10 50 04 41 01 08 01 00
1124,1714730975.8646398,00 00 20 00 00 00 00 00
1720,1714730975.8730774,2E 29 F8 F9 FF FE 00 00
779,1714730975.8800457,3F 04 00 00 18 00 00 58
389222672,1714730975.8913658,C0 00 00 00
960,1714730975.8918216,36 07 07 00
