,Timestamp,Arbitration_ID,Ext_Identifier,Data_Length_Code,Payload
0,1661254551.914298,401604723,True,8,b' s\x00\x00\x00\xff\x01\xa0'
1,1661254551.914299,441799848,True,8,b'\x05\x00\xff\xbf\x00\x00\x00\x00'
2,1661254551.924235,1153,False,8,"b'\x00\x00\x00""\x00\x00\xe0\xfe'"
3,1661254551.949682,779,False,8,b'o\x00\x01\x00\x00\x00\x00\x80'
4,1661254551.956693,1635,False,8,b'`\x00\x00\x0f\x00\x00\x00\x00'
5,1661254551.964226,1124,False,8,b'\x08\x00\x00\x00\x00\x00\x00\x00'
6,1661254551.971819,401604624,True,8,b' \x10\x00\x00\x00\x00\x85\x80'
7,1661254551.999265,779,False,8,b'o\x00\x01\x00\x00\x00\x00\x80'
8,1661254552.000751,960,False,4,b'\r\x0f\x07\x00'
9,1661254552.013613,452984848,True,8,b'\x10P\x04\x01\x00\x08\x02\x00'
10,1661254552.013614,1122,False,8,b'\x00\x008\x00\x00\x01\x00\x00'
11,1661254552.01463,316495022,True,8,b'\x00\x00\x00\x00\x00\x00\x00\x7f'
12,1661254552.014636,380196017,True,8,b'\x00\x00\x00\x00\x00\x00\x00\xfe'
13,1661254552.034315,1156,False,8,b'\xfe\xfb\xef\xbf\xff\xfe\xfb?'
14,1661254552.04419,1157,False,8,b'\x00\xc3\xef\xff\x00\x00\x00\x00'
15,1661254552.047392,1907,False,8,b'\x02\x10`\xcc\xcc\xcc\xcc\xcc'
16,1661254552.049364,779,False,8,b'o\x00\x01\x00\x00\x00\x00\x80'
17,1661254552.050514,1720,False,8,b'%\x08\xfc\x01\x00\x92\x00\x00'
18,1661254552.053334,452984947,True,8,b's@\x04\x0b\x00\x08\x02\x00'
19,1661254552.053335,1158,False,8,b'\xfe\xff\xff\xf7\xff\xff\xffA'
20,1661254552.055521,1635,False,8,b'`\x00\x00\x0f\x00\x00\x00\x00'
21,1661254552.058741,2013,False,8,b'\x06P`\x002\x01\xf4\xaa'
22,1661254552.063935,1907,False,8,b'\x02>\x00\xcc\xcc\xcc\xcc\xcc'
23,1661254552.064203,1123,False,8,b'\x00\x80=\x00\x00\x00\x00\x00'
24,1661254552.068686,2013,False,8,b'\x02~\x00\xaa\xaa\xaa\xaa\xaa'
25,1661254552.074299,380195864,True,8,b'\x0e\xf8\x0f\xfb\xef\xffN\x17'
26,1661254552.096615,389231632,True,4,b'=\x10\x00\x00'
27,1661254552.099437,779,False,8,b'o\x00\x01\x00\x00\x00\x00\x80'
28,1661254552.100857,960,False,4,b'L\x00\x07\x00'
29,1661254552.100858,1716,False,8,b'\x026031714'
30,1661254552.114286,1124,False,8,b'\x08\x00\x00\x00\x00\x00\x00\x00'
31,1661254552.130428,1413,False,8,"b'\x02,\x00t\x00\x08\x02\x00'"
32,1661254552.137625,389228560,True,8,b'\x80\x08:>\x00\x00\x00\x00'
33,1661254552.149759,779,False,8,b'o\x00\x01\x00\x00\x00\x00\x80'
34,1661254552.155477,1635,False,8,b'`\x00\x00\x0f\x00\x00\x00\x00'
35,1661254552.158182,1718,False,6,b'!\x13\x18\x00\x1e\x07'
36,1661254552.158183,1719,False,8,b'\x00\x00\xd0\x00\x08\xff\xc0\xfe'
37,1661254552.164227,1122,False,8,b'\x00\x008\x00\x00\x01\x00\x00'
38,1661254552.164227,316495022,True,8,b'\x00\x00\x00\x00\x00\x00\x00\x7f'
39,1661254552.167833,389228560,True,5,b'\xc0\x00\x00\x00\x00'
40,1661254552.199319,779,False,8,b'o\x00\x01\x00\x00\x00\x00\x80'
