,Timestamp,Arbitration_ID,Ext_Identifier,Data_Length_Code,Payload
0,1661254494.816594,452984848,True,8,b'\x10P\x04\x01\x00\x08\x02\x00'
1,1661254494.816603,1124,False,8,b'\x08\x00\x00\x00\x00\x00\x00\x00'
2,1661254494.817832,380196017,True,8,b'\x00\x00\x00\x00\x00\x00\x00\xfe'
3,1661254494.823484,1635,False,8,b'`\x00\x00\x0f\x00\x00\x00\x00'
4,1661254494.828789,389222656,True,2,b'\x14B'
5,1661254494.830499,389218560,True,4,b'@\x00\x01P'
6,1661254494.833888,960,False,4,b'\xc6\x04\x07\x00'
7,1661254494.833888,1716,False,8,b'\x01NEE4MZ1'
8,1661254494.83855,389222400,True,2,b'\x14\x02'
9,1661254494.839561,1156,False,8,b'\xfe\xfb\xef\xbf\xff\xfe\xfb?'
10,1661254494.848972,779,False,8,b'o\x00\x01\x00\x00\x00\x00\x80'
11,1661254494.848973,1157,False,8,b'\x00\xc2\xef\xff\x00\x00\x00\x00'
12,1661254494.851251,1907,False,8,b'\x02\x10@\xcc\xcc\xcc\xcc\xcc'
13,1661254494.85658,452984947,True,8,b's@\x04\x0b\x00\x08\x02\x00'
14,1661254494.856582,1158,False,8,b'\xfe\xff\xff\xf7\xff\xff\xffA'
15,1661254494.861929,2013,False,8,b'\x06P@\x002\x01\xf4\xaa'
16,1661254494.867486,1907,False,8,b'\x02>\x00\xcc\xcc\xcc\xcc\xcc'
17,1661254494.868032,389231120,True,8,b'<\x95\x00\x00\x00\x00\xff\x00'
18,1661254494.869896,1122,False,8,b'\x00\x008\x00\x00\x01\x00\x00'
19,1661254494.869896,316495022,True,8,b'\x00\x00\x00\x00\x00\x00\x00\x7f'
20,1661254494.871869,2013,False,8,b'\x02~\x00\xaa\xaa\xaa\xaa\xaa'
21,1661254494.879253,380195864,True,8,b'\x0e\xf8\x0f\xfb\xef\xff\xe1W'
22,1661254494.896467,389231376,True,6,b'<\xd8\x00\x00\x00\x00'
23,1661254494.898281,779,False,8,b'o\x00\x01\x00\x00\x00\x00\x80'
24,1661254494.917521,1123,False,8,b'\x00\xa0=\x00\x00\x00\x00\x00'
25,1661254494.917521,401604723,True,8,b' s\x00\x00\x00\xff\x01\xa0'
26,1661254494.917522,441799848,True,8,b'\x01\x00\xff\xbf\x00\x00\x00\x00'
27,1661254494.923436,1635,False,8,b'`\x00\x00\x0f\x00\x00\x00\x00'
28,1661254494.927434,1153,False,8,"b'\x00\x00\x00""\x00\x00\xe0\xfe'"
29,1661254494.933984,960,False,4,b's\x05\x07\x00'
30,1661254494.949171,779,False,8,b'o\x00\x01\x00\x00\x00\x00\x80'
31,1661254494.967459,1124,False,8,b'\x08\x00\x00\x00\x00\x00\x00\x00'
32,1661254494.998635,779,False,8,b'o\x00\x01\x00\x00\x00\x00\x80'
33,1661254495.016452,452984848,True,8,b'\x10P\x04\x01\x00\x08\x02\x00'
34,1661254495.017797,1122,False,8,b'\x00\x008\x00\x00\x01\x00\x00'
35,1661254495.017797,316495022,True,8,b'\x00\x00\x00\x00\x00\x00\x00\x7f'
