389229072,1714730974.7883823,80 05 3A 90 00 00 00 00
960,1714730974.790295,FD 0C 07 00
1716,1714730974.7906616,01 4E 45 45 34 4D 5A 31
779,1714730974.7947013,3F 00 00 00 18 00 00 58
380195860,1714730974.8121192,F8 9C 22 48 0A FE 57 00
1124,1714730974.8146641,00 00 20 00 00 00 00 00
1283,1714730974.8221107,8C 0F 82 00 00 25 00 00
389237264,1714730974.8239462,C1 00 00 00 00 00 00
1153,1714730974.8248243,10 00 00 22 00 00 E0 FE
1635,1714730974.832074,60 7F 00 0F 1F 00 40 E0
389222672,1714730974.8339932,34 5A 02 01 01 00 00 00
1720,1714730974.836296,2E 29 F8 F9 FF FE 00 00
389229072,1714730974.8386977,C0 00
1284,1714730974.8420532,7A 0D 00 00 00 00 00 00
452984848,1714730974.8453445,10 50 04 41 00 08 01 00
779,1714730974.8462164,3F 01 00 00 18 00 00 58
1522,1714730974.8576596,FD 00
1122,1714730974.8646603,00 00 08 00 00 01 00 00
389237264,1714730974.8764193,D1 FE FF 00 00 00 00
960,1714730974.8903544,48 0D 07 00
779,1714730974.8977127,3F 02 00 00 18 00 00 58
380195860,1714730974.912143,FC 9D 22 48 0A FE 57 00
1123,1714730974.9146218,00 80 09 00 00 00 00 00
389222672,1714730974.9178908,44 51 02 1E 02
1718,1714730974.9196398,70 13 0C 02 1E 02
1283,1714730974.922135,B5 00 82 00 00 25 00 00
389231120,1714730974.9284327,3C 84 0A
1635,1714730974.932057,60 7F 00 0F 1F 00 40 E0
1413,1714730974.932299,7F AC 02 C4 18 08 01 00
1284,1714730974.9420576,F5 0E 00 00 00 00 00 00
1157,1714730974.9444985,00 C3 2F 0F 0D 04 23 56
779,1714730974.9498215,3F 03 00 00 18 00 00 58
1124,1714730974.9646235,00 00 20 00 00 00 00 00
380195864,1714730974.9747024,0E F8 0F 03 00 00 E6 35
452984852,1714730974.981791,14 40 08 01 00 00 00 00
960,1714730974.9905374,B8 0E 07 00
1716,1714730974.9914174,00 C9 6B 7C 8C 42 41 55
779,1714730975.001706,3F 04 00 00 18 00 00 58
1614,1714730975.0019696,00 B1 05 00 00 00 00 00
389227280,1714730975.0077705,38 CE 44
380195860,1714730975.0121593,F2 9E 22 48 0A FE 57 00
1719,1714730975.0126953,04 00 D0 FF 3F 7E C0 FE
1122,1714730975.014664,00 00 08 00 00 01 00 00
1283,1714730975.0221133,2A 01 82 00 00 25 00 00
1635,1714730975.0321033,60 7F 00 0F 1F 00 40 E0
1284,1714730975.0420606,E3 0F 00 00 00 00 00 00
452984848,1714730975.0453532,10 50 04 41 00 08 01 00
779,1714730975.0527241,3F 05 00 00 18 00 00 58
1522,1714730975.0635784,FD 00
1123,1714730975.0645826,00 80 09 00 00 00 00 00
960,1714730975.090723,0D 0F 07 00
779,1714730975.1049762,3F 06 00 00 18 00 00 58
380195860,1714730975.1121483,14 9F 22 48 0A FE 57 00
1124,1714730975.1146743,00 00 20 00 00 00 00 00
380196332,1714730975.1222062,FF CF C6 F8 FF FF FF FF
1283,1714730975.1224575,60 02 82 00 00 25 00 00
380196028,1714730975.1227574,7F FF 3F 00 FF FB DF FF
817,1714730975.1229763,8C 00 00 00 31 00 00 0C
1525,1714730975.1233041,FF FF F8 FF FF FF E7 FF
1527,1714730975.1234784,80 FF FF FF FF FF E7 FF
401604624,1714730975.123753,28 10 8D FE FF FF 02 9F
1635,1714730975.1320632,60 7F 00 0F 1F 00 40 E0
1284,1714730975.1421072,50 00 00 00 00 00 00 00
1157,1714730975.1445248,00 C3 2F 0F 0D 04 23 56
441799983,1714730975.1464736,00 E0 7F 00 28 00 00 00
389223184,1714730975.1549778,34 D1 00
389222928,1714730975.1553054,34 82 03 00 12 00 03 02
779,1714730975.1577106,3F 07 00 00 18 00 00 58
1122,1714730975.1646276,00 00 08 00 00 01 00 00
380195864,1714730975.174668,0E F8 0F 03 00 00 AE 46
401604628,1714730975.1777716,20 14 00 00 0F 00 03 80
452984852,1714730975.187768,14 40 08 01 00 00 00 00
960,1714730975.1908937,4C 00 07 00
1716,1714730975.191352,02 37 31 30 30 39 32 31
779,1714730975.2097554,3F 08 00 00 18 00 00 58
380195860,1714730975.2121298,93 90 22 48 0A FE 57 00
1123,1714730975.2146292,00 80 09 00 00 00 00 00
1283,1714730975.2221215,4F 03 82 00 00 25 00 00
1635,1714730975.2320654,60 7F 00 0F 1F 00 40 E0
1284,1714730975.2421086,A1 01 00 00 00 00 00 00
452984848,1714730975.2453516,10 50 04 41 00 08 01 00
389224208,1714730975.247539,35 D5 00
779,1714730975.261688,3F 09 00 00 18 00 00 58
1124,1714730975.264626,00 00 20 00 00 00 00 00
1522,1714730975.271756,FD 00
960,1714730975.291071,F9 01 07 00
380195860,1714730975.3121533,A4 91 22 48 0A FE 57 00
